,open,high,low,close,volume,qav,num_trades,taker_base_vol,taker_quote_vol
2023-01-03 01:00:00,1215.55,1215.79,1211.5,1214.14,7526.1063,9131870.051533,11352.0,3238.4755,3929049.927061
2023-01-03 02:00:00,1214.13,1215.22,1212.97,1214.22,4795.288,5823504.36546,9242.0,2222.312,2698916.788984
2023-01-03 03:00:00,1214.21,1216.21,1212.93,1215.59,6510.5641,7908307.687214,10433.0,3548.775,4311046.156239
2023-01-03 04:00:00,1215.58,1215.79,1213.41,1213.54,4289.5462,5210125.687664,8580.0,1713.8298,2081461.308542
2023-01-03 05:00:00,1213.55,1217.86,1213.43,1217.86,5559.7739,6761394.787374,9798.0,3068.1181,3731107.326857
2023-01-03 06:00:00,1217.85,1219.89,1216.46,1216.8,7585.1804,9239063.684116,11499.0,3726.9856,4539850.381112
2023-01-03 07:00:00,1216.8,1217.17,1215.29,1216.61,4094.1791,4980098.215276,9124.0,1854.9543,2256476.647797
2023-01-03 08:00:00,1216.61,1217.08,1213.99,1215.63,7372.5874,8959479.38177,12574.0,3088.8737,3753698.245039
2023-01-03 09:00:00,1215.64,1218.57,1215.63,1217.48,8999.9249,10950543.322867,12540.0,5415.0126,6587905.894479
2023-01-03 10:00:00,1217.49,1218.4,1215.73,1215.73,8359.9258,10172845.298896,10653.0,4293.8254,5224983.617955
2023-01-03 11:00:00,1215.73,1216.92,1214.19,1214.98,5146.4239,6255777.851136,9811.0,2067.011,2512552.820754
2023-01-03 12:00:00,1214.98,1216.5,1214.5,1215.35,5654.6408,6873346.333552,11520.0,2450.9265,2978933.287773
2023-01-03 13:00:00,1215.35,1217.84,1215.21,1216.4,9364.1492,11391542.352348,11793.0,6245.9521,7598074.186536
2023-01-03 14:00:00,1216.4,1219.24,1206.0,1210.33,26626.7998,32326206.383386,26723.0,12887.7667,15651032.710262
2023-01-03 15:00:00,1210.32,1212.15,1207.09,1211.76,16679.9534,20176021.059655,19837.0,7982.8023,9656046.888818
2023-01-03 16:00:00,1211.77,1212.76,1207.31,1207.71,12333.747,14917161.805515,17271.0,5279.303,6385280.827852
2023-01-03 17:00:00,1207.71,1209.74,1206.88,1208.75,6148.6412,7429861.336686,12204.0,2742.7235,3314138.145204
2023-01-03 18:00:00,1208.74,1209.18,1206.66,1207.88,6157.902,7437638.693193,12330.0,2198.2079,2655045.791594
2023-01-03 19:00:00,1207.87,1210.61,1204.93,1209.5,9794.8096,11828386.803086,14413.0,4242.2366,5123437.970123
2023-01-03 20:00:00,1209.51,1212.92,1209.44,1211.0,11935.8741,14456561.562547,12645.0,5133.0195,6218012.623032
2023-01-03 21:00:00,1210.99,1212.59,1210.34,1211.48,13349.8176,16175485.817448,12058.0,6220.7686,7537049.887932
2023-01-03 22:00:00,1211.49,1212.98,1210.21,1212.69,4408.9385,5340910.212753,8473.0,2085.8961,2526780.560969
2023-01-03 23:00:00,1212.69,1216.39,1212.24,1214.55,6907.6304,8389072.693291,10982.0,3457.9008,4199295.336166
2023-01-04 00:00:00,1214.56,1214.96,1212.71,1213.53,4307.5517,5229829.004675,9305.0,1822.8851,2213240.575862
2023-01-04 01:00:00,1213.54,1228.85,1213.27,1224.1,30267.655,37033576.581779,29856.0,17539.1518,21455991.580449
2023-01-04 02:00:00,1224.11,1234.5,1224.1,1231.6,28533.2903,35079349.888367,26657.0,17536.4814,21557231.783772
2023-01-04 03:00:00,1231.6,1254.96,1231.6,1250.74,76429.5944,95352827.566981,69207.0,39440.1801,49190925.313717
2023-01-04 04:00:00,1250.73,1254.54,1248.84,1250.35,26288.0504,32912341.466976,25766.0,12519.6348,15673702.174179
2023-01-04 05:00:00,1250.34,1251.17,1247.3,1248.02,10856.9403,13559288.843516,14109.0,3685.2926,4602101.064831
2023-01-04 06:00:00,1248.03,1251.97,1247.33,1250.51,18740.1449,23417298.35832,16533.0,9191.9322,11486180.775072
2023-01-04 07:00:00,1250.5,1253.13,1247.93,1252.0,12851.235,16073175.04637,16523.0,6500.3178,8129837.30939
2023-01-04 08:00:00,1252.0,1264.0,1248.59,1250.74,24092.2208,30209442.434557,26690.0,12818.9446,16074503.958193
2023-01-04 09:00:00,1250.75,1251.74,1248.6,1249.68,9623.1293,12034013.859723,13514.0,4306.7706,5386180.994437
2023-01-04 10:00:00,1249.69,1250.36,1248.7,1249.82,6218.6472,7770905.782573,11028.0,3334.5144,4166944.441924
2023-01-04 11:00:00,1249.82,1253.72,1249.51,1251.58,6988.3274,8742663.436717,12237.0,3529.1855,4414859.546911
2023-01-04 12:00:00,1251.59,1256.48,1250.77,1250.99,11878.3749,14882321.095837,16267.0,6060.8184,7593870.317161
2023-01-04 13:00:00,1250.99,1253.92,1250.82,1253.72,7141.4744,8945758.950967,13744.0,3815.3593,4779214.879493
2023-01-04 14:00:00,1253.73,1255.18,1249.31,1250.94,17985.2841,22517116.008249,23358.0,10228.0765,12805482.227839
2023-01-04 15:00:00,1250.94,1258.09,1241.89,1255.88,34904.392,43627380.723761,35282.0,17547.7804,21935573.087528
2023-01-04 16:00:00,1255.89,1257.68,1251.12,1254.02,13020.2048,16327797.228265,19195.0,6428.9083,8062252.220029
2023-01-04 17:00:00,1254.03,1272.6,1252.79,1260.49,34788.532,43954104.886456,34832.0,19164.1028,24214293.412946
2023-01-04 18:00:00,1260.49,1267.73,1257.0,1261.87,19051.3749,24060698.771415,22636.0,10512.9844,13279859.922167
2023-01-04 19:00:00,1261.88,1265.58,1251.35,1254.38,27631.2743,34730306.992657,34339.0,13835.2762,17388421.373058
2023-01-04 20:00:00,1254.39,1254.62,1245.44,1251.27,18061.5643,22585921.52174,23022.0,7381.6433,9229786.976853
2023-01-04 21:00:00,1251.27,1253.65,1250.48,1252.66,4851.0346,6075598.448209,10282.0,2484.7884,3111991.521365
2023-01-04 22:00:00,1252.66,1257.7,1252.25,1253.31,4966.2757,6228823.97514,10495.0,2523.4121,3164824.37773
2023-01-04 23:00:00,1253.32,1257.47,1253.07,1256.9,8323.0921,10455220.284805,11543.0,4649.9017,5840884.786258
2023-01-05 00:00:00,1256.91,1259.95,1253.2,1253.97,11176.736,14042328.033699,16551.0,4851.122,6094665.433169
2023-01-05 01:00:00,1253.98,1257.21,1252.43,1254.29,10261.7557,12879515.701222,14056.0,5542.4313,6957168.511256
2023-01-05 02:00:00,1254.29,1254.72,1252.58,1254.02,6619.9896,8299696.074346,11597.0,2661.3616,3336395.528371
2023-01-05 03:00:00,1254.03,1254.05,1252.19,1252.77,16160.1509,20249543.474298,13116.0,7513.5047,9415933.359797
2023-01-05 04:00:00,1252.77,1254.36,1252.5,1253.19,8891.2241,11144556.181858,10923.0,4806.5127,6024711.649067
2023-01-05 05:00:00,1253.19,1255.0,1253.0,1253.46,8121.4947,10183912.110721,10228.0,4515.0729,5662225.900652
2023-01-05 06:00:00,1253.46,1253.95,1249.16,1250.97,13409.3634,16789257.743805,15310.0,5292.4041,6627116.765682
2023-01-05 07:00:00,1250.97,1251.38,1247.48,1251.03,9181.7652,11471380.723347,12835.0,3439.0239,4297242.65102
2023-01-05 08:00:00,1251.03,1251.76,1248.09,1250.74,7654.0521,9568893.262777,12650.0,3503.7875,4380428.446101
2023-01-05 09:00:00,1250.73,1250.74,1245.3,1248.71,11538.3394,14399442.529205,15709.0,4107.293,5125803.340197
2023-01-05 10:00:00,1248.7,1252.87,1248.55,1251.51,7840.4538,9807384.497623,13152.0,4851.7752,6068643.546156
2023-01-05 11:00:00,1251.51,1256.14,1251.0,1255.91,24329.483,30503154.995631,17742.0,17169.3152,21527490.885036
2023-01-05 12:00:00,1255.9,1256.01,1251.93,1252.92,7709.4351,9665739.920535,11615.0,3917.6074,4912473.500961
2023-01-05 13:00:00,1252.91,1254.0,1247.15,1247.5,20901.5401,26146649.387064,19455.0,9310.3274,11651850.889275
2023-01-05 14:00:00,1247.5,1250.5,1242.81,1248.21,28596.3672,35646471.297324,26784.0,13623.0363,16983214.05218
2023-01-05 15:00:00,1248.21,1252.75,1247.74,1249.11,17137.5011,21427045.232441,18632.0,9868.5308,12338676.16114
2023-01-05 16:00:00,1249.11,1250.25,1247.21,1248.64,8252.0556,10302881.350525,15505.0,3456.9886,4315999.14973
2023-01-05 17:00:00,1248.65,1249.95,1247.0,1247.34,4068.7384,5079395.736061,10047.0,1806.3566,2254996.372372
2023-01-05 18:00:00,1247.34,1251.75,1246.71,1251.32,8245.1738,10304758.664619,12219.0,5070.0409,6336824.394594
2023-01-05 19:00:00,1251.33,1254.98,1251.09,1253.62,7047.9793,8830274.819037,12039.0,4394.5066,5505526.632727
2023-01-05 20:00:00,1253.62,1254.31,1252.32,1253.73,4524.5996,5671663.334211,9688.0,2203.3395,2761772.302732
2023-01-05 21:00:00,1253.73,1254.03,1251.4,1252.49,8659.817,10845888.94427,16117.0,4229.9443,5297824.179479
2023-01-05 22:00:00,1252.49,1252.82,1250.63,1250.75,4026.4652,5040209.385218,8220.0,1714.6386,2146580.753037
2023-01-05 23:00:00,1250.76,1253.2,1248.19,1251.24,18450.8497,23079775.878273,15255.0,9547.6418,11944724.422709
2023-01-06 00:00:00,1251.25,1257.98,1250.12,1255.67,12122.4869,15207131.410908,16238.0,6848.8361,8589652.513367
2023-01-06 01:00:00,1255.67,1255.79,1251.29,1251.36,5595.3704,7019773.263732,10222.0,3030.1372,3801674.093409
2023-01-06 02:00:00,1251.35,1252.1,1248.17,1251.98,10812.1181,13520759.80529,13576.0,5267.0849,6586925.497859
2023-01-06 03:00:00,1251.98,1253.32,1250.73,1251.02,7604.6499,9520212.138953,10306.0,3642.9895,4560563.758673
2023-01-06 04:00:00,1251.01,1252.3,1248.7,1251.09,9737.6815,12176981.208157,13205.0,4505.3599,5634152.000701
2023-01-06 05:00:00,1251.09,1251.1,1247.01,1249.41,9347.0388,11678350.899062,11587.0,3953.352,4939526.361286
2023-01-06 06:00:00,1249.4,1249.41,1246.0,1247.78,9121.6935,11383329.39333,12479.0,3392.3788,4233544.332516
2023-01-06 07:00:00,1247.79,1248.32,1246.25,1247.7,8311.0209,10366600.609493,12229.0,4060.2192,5064543.822691
2023-01-06 08:00:00,1247.69,1250.0,1247.46,1249.39,6051.5163,7556529.675544,17313.0,3073.8015,3838176.530027
2023-01-06 09:00:00,1249.39,1249.4,1246.19,1248.3,8715.9975,10873480.691972,14012.0,4694.0887,5856558.036374
2023-01-06 10:00:00,1248.29,1248.56,1244.73,1245.38,6337.553,7903461.99712,11806.0,2925.1159,3648118.468433
2023-01-06 11:00:00,1245.38,1246.61,1237.98,1243.4,21924.316,27245064.224379,24592.0,9817.7351,12198800.868418
2023-01-06 12:00:00,1243.4,1244.88,1241.42,1243.9,7219.3673,8974235.052803,13604.0,3507.3874,4360101.014734
2023-01-06 13:00:00,1243.89,1253.8,1236.0,1250.42,54064.2014,67265936.916204,46538.0,29704.8459,36968721.051095
2023-01-06 14:00:00,1250.42,1252.88,1245.62,1248.33,16624.0297,20766509.224246,22204.0,7013.6611,8762546.234707
2023-01-06 15:00:00,1248.34,1265.0,1248.33,1263.01,37256.7887,46848533.4143,35580.0,20619.792,25925908.463799
2023-01-06 16:00:00,1263.01,1268.51,1260.22,1264.19,24825.8355,31353281.761037,29851.0,11051.9786,13959636.914392
2023-01-06 17:00:00,1264.19,1269.59,1262.07,1263.57,14210.4537,17976951.831665,18795.0,6167.3844,7801244.767598
2023-01-06 18:00:00,1263.56,1269.92,1263.56,1266.74,10602.5274,13437942.457447,16851.0,5381.9266,6820706.652708
2023-01-06 19:00:00,1266.74,1276.7,1265.16,1273.13,25037.1311,31838834.78691,28577.0,13747.9676,17482929.746621
2023-01-06 20:00:00,1273.12,1276.36,1265.68,1265.88,15842.8178,20128093.071099,22036.0,7941.752,10090565.175543
2023-01-06 21:00:00,1265.89,1268.03,1265.17,1266.27,6309.229,7991513.294588,18273.0,3239.0034,4102550.275766
2023-01-06 22:00:00,1266.28,1270.64,1265.97,1269.68,7460.1048,9459341.215337,12022.0,4572.938,5797461.92131
2023-01-06 23:00:00,1269.68,1271.92,1268.09,1269.14,7210.2731,9155498.769027,12944.0,4117.7564,5228268.420809
2023-01-07 00:00:00,1269.13,1270.96,1266.34,1270.95,7631.1586,9681774.828664,14250.0,3957.8653,5020864.041253
2023-01-07 01:00:00,1270.96,1271.09,1268.51,1268.71,5843.8509,7420769.200941,11816.0,3307.4188,4200023.115496
2023-01-07 02:00:00,1268.71,1268.97,1266.03,1266.45,3803.3587,4820763.276272,8975.0,1492.1058,1891351.157177
2023-01-07 03:00:00,1266.46,1267.02,1265.22,1266.54,3026.3217,3832068.072779,7718.0,1798.4414,2277182.954745
2023-01-07 04:00:00,1266.53,1266.54,1263.95,1264.51,6893.3394,8722168.80659,9655.0,3087.2897,3906297.176207
2023-01-07 05:00:00,1264.51,1264.65,1263.6,1264.51,3608.8634,4562667.545518,8006.0,1712.6313,2165229.990808
2023-01-07 06:00:00,1264.52,1264.84,1262.24,1264.83,6522.0494,8242462.690482,9815.0,3206.4951,4052193.458866
2023-01-07 07:00:00,1264.83,1267.0,1264.69,1266.8,2871.9269,3635968.213871,8267.0,1694.3002,2145119.572954
2023-01-07 08:00:00,1266.8,1267.11,1264.15,1264.68,10061.9731,12734030.236317,13794.0,4514.4971,5713719.103321
2023-01-07 09:00:00,1264.68,1266.0,1263.88,1265.1,4898.7449,6195131.109328,8753.0,1975.8885,2498709.80558
2023-01-07 10:00:00,1265.1,1265.53,1264.11,1264.25,2706.3158,3422937.727709,8063.0,1390.8135,1759070.28968
2023-01-07 11:00:00,1264.24,1264.25,1262.89,1263.79,3047.7903,3851335.963624,8219.0,1333.9247,1685561.903033
2023-01-07 12:00:00,1263.79,1263.8,1261.3,1263.56,7190.0703,9078400.847918,11829.0,3407.0664,4302018.351321
2023-01-07 13:00:00,1263.57,1265.24,1262.25,1262.91,4271.523,5400273.857318,10172.0,2121.6749,2682192.801346
2023-01-07 14:00:00,1262.91,1265.76,1261.55,1265.34,6223.1705,7863877.8383,14840.0,3161.281,3995041.904378
2023-01-07 15:00:00,1265.34,1265.54,1264.0,1265.07,2538.3836,3210567.47219,8948.0,1423.714,1800659.895182
2023-01-07 16:00:00,1265.07,1265.08,1261.87,1262.49,5604.5785,7080925.125288,12260.0,1759.1434,2221778.199212
2023-01-07 17:00:00,1262.49,1263.41,1261.87,1262.42,2217.0853,2799168.793014,7727.0,1032.7354,1303780.53081
2023-01-07 18:00:00,1262.41,1264.54,1262.41,1263.95,2401.207,3034013.966956,7644.0,1149.2238,1452015.94296
2023-01-07 19:00:00,1263.96,1266.0,1263.92,1265.38,4414.8333,5585106.537007,8234.0,2809.2897,3553905.455454
2023-01-07 20:00:00,1265.39,1265.82,1262.83,1264.27,7048.3587,8909549.034453,9463.0,3310.2168,4184563.93078
2023-01-07 21:00:00,1264.26,1266.61,1262.77,1264.47,11305.7696,14296508.622025,14504.0,6672.0415,8437860.765031
2023-01-07 22:00:00,1264.47,1264.95,1261.87,1263.11,9384.0041,11853332.455443,11471.0,5192.9051,6559079.255766
2023-01-07 23:00:00,1263.11,1264.28,1262.0,1264.07,5959.6114,7526747.789649,8371.0,2946.9115,3722212.404463
2023-01-08 00:00:00,1264.06,1264.61,1257.77,1260.99,12508.7761,15768052.221995,20616.0,5193.9798,6545864.929807
2023-01-08 01:00:00,1260.99,1262.0,1259.34,1261.99,7925.5407,9994317.663534,10028.0,4173.3859,5263101.104351
2023-01-08 02:00:00,1261.99,1262.53,1259.4,1261.58,5795.3591,7308671.066652,8654.0,2136.4983,2694253.954579
2023-01-08 03:00:00,1261.58,1262.84,1260.62,1262.84,4373.6493,5516791.707364,8824.0,1704.516,2150142.118917
2023-01-08 04:00:00,1262.84,1262.96,1262.2,1262.34,1721.6027,2173633.735582,6739.0,736.4962,929848.581843
2023-01-08 05:00:00,1262.33,1263.71,1262.3,1263.7,1995.1295,2519277.415355,6574.0,1361.435,1719050.413387
2023-01-08 06:00:00,1263.7,1264.31,1262.7,1264.31,3508.3758,4432396.007108,12241.0,1598.0837,2019037.154826
2023-01-08 07:00:00,1264.31,1264.55,1262.44,1263.64,2580.2548,3260554.68177,7442.0,1198.4242,1514180.668614
2023-01-08 08:00:00,1263.65,1263.71,1262.3,1263.28,3900.6534,4926490.261859,10595.0,1947.0574,2459106.813543
2023-01-08 09:00:00,1263.28,1266.22,1262.35,1263.29,7692.8745,9722916.533705,12822.0,3722.3835,4704585.918227
2023-01-08 10:00:00,1263.29,1264.28,1261.96,1263.16,4193.2699,5296557.950541,9170.0,2505.4898,3164514.524187
2023-01-08 11:00:00,1263.17,1263.35,1261.65,1261.67,4159.8631,5252752.565476,9103.0,1646.6162,2079356.650504
2023-01-08 12:00:00,1261.68,1262.35,1261.27,1262.07,3089.4802,3898544.696947,8757.0,1446.4487,1825268.033471
2023-01-08 13:00:00,1262.06,1263.67,1262.06,1263.47,2746.5076,3468636.815932,7744.0,1614.8435,2039303.734423
2023-01-08 14:00:00,1263.48,1266.34,1263.47,1266.33,4337.7338,5485907.250219,10781.0,2518.4865,3185300.148043
2023-01-08 15:00:00,1266.34,1275.54,1264.54,1274.25,21968.7684,27916638.180767,22680.0,12589.8885,15996873.185454
2023-01-08 16:00:00,1274.25,1280.0,1261.91,1264.02,24913.8017,31632062.270008,30430.0,12377.0491,15718116.670769
2023-01-08 17:00:00,1264.02,1268.01,1263.08,1264.6,8796.1189,11133051.783887,12791.0,4254.279,5384647.281336
2023-01-08 18:00:00,1264.59,1265.8,1263.48,1265.43,3952.3703,4999364.033351,9421.0,2115.126,2675204.377184
2023-01-08 19:00:00,1265.43,1266.66,1265.0,1265.09,2821.6487,3570692.571382,9156.0,1545.5321,1955790.955672
2023-01-08 20:00:00,1265.09,1271.9,1264.39,1270.7,15387.2192,19529424.964484,22931.0,9451.6066,11995817.192938
2023-01-08 21:00:00,1270.7,1273.32,1269.2,1269.93,9587.6934,12187375.176243,21290.0,5328.4821,6773056.264774
2023-01-08 22:00:00,1269.93,1272.0,1268.5,1269.49,9724.0067,12351155.565922,13293.0,5030.3985,6388655.84297
2023-01-08 23:00:00,1269.48,1296.0,1269.48,1290.16,45956.087,59028112.409975,49416.0,27305.0264,35075768.22675
2023-01-09 00:00:00,1290.15,1295.62,1285.44,1294.86,31460.0193,40573929.494362,38886.0,15811.7387,20394178.743567
2023-01-09 01:00:00,1294.87,1300.0,1288.88,1294.02,34111.2875,44152697.5366,36798.0,18857.3928,24411800.585574
2023-01-09 02:00:00,1294.03,1312.5,1291.39,1306.16,60447.4448,78786241.837428,58734.0,32585.6344,42468764.038918
2023-01-09 03:00:00,1306.15,1313.61,1304.14,1310.37,26355.6708,34489316.747601,25560.0,13588.5572,17782543.348485
2023-01-09 04:00:00,1310.37,1314.73,1308.54,1310.86,20644.9632,27077690.555528,23895.0,11127.1683,14592909.325803
2023-01-09 05:00:00,1310.87,1313.49,1307.81,1308.02,12723.0635,16678201.561143,16674.0,5780.8795,7579502.258789
2023-01-09 06:00:00,1308.01,1311.65,1307.58,1308.8,11709.3227,15331182.10948,20473.0,5764.2132,7548818.982308
2023-01-09 07:00:00,1308.8,1313.13,1307.64,1311.92,15511.5974,20331769.354866,17713.0,8057.4838,10561322.029237
2023-01-09 08:00:00,1311.93,1318.7,1308.34,1310.16,21275.0432,27906964.918814,24993.0,10990.8075,14417422.672879
2023-01-09 09:00:00,1310.16,1325.0,1309.47,1317.25,30824.4814,40600617.529263,30428.0,16839.3297,22179803.537344
2023-01-09 10:00:00,1317.26,1327.5,1316.44,1322.77,25971.3901,34367645.59398,27072.0,13166.2808,17420230.557468
2023-01-09 11:00:00,1322.76,1324.24,1317.24,1318.27,15691.8591,20733662.495352,19889.0,7959.6233,10518580.439934
2023-01-09 12:00:00,1318.28,1322.45,1315.44,1319.88,16209.4468,21380676.017976,18878.0,7396.9416,9756747.115996
2023-01-09 13:00:00,1319.89,1325.79,1316.45,1319.57,17511.0879,23135199.268867,22140.0,8674.702,11461948.308584
2023-01-09 14:00:00,1319.58,1331.42,1316.21,1326.06,30959.223,40980035.402216,30660.0,15470.3209,20481629.894238
2023-01-09 15:00:00,1326.05,1341.86,1323.19,1335.68,48879.9713,65149341.279568,50191.0,24540.3013,32712788.639605
2023-01-09 16:00:00,1335.69,1344.89,1335.68,1337.9,36174.9204,48482504.709104,38494.0,18976.2251,25431840.72031
2023-01-09 17:00:00,1337.9,1344.51,1336.48,1341.56,16748.7533,22447465.33608,26027.0,7653.2564,10258148.049537
2023-01-09 18:00:00,1341.56,1344.91,1331.33,1334.99,28206.2913,37733876.318457,29316.0,12488.3658,16708534.109726
2023-01-09 19:00:00,1335.0,1335.46,1330.11,1330.12,13165.3884,17545406.799144,19417.0,5782.2886,7705900.288159
2023-01-09 20:00:00,1330.11,1331.62,1316.42,1321.53,31349.2045,41484404.43693,36214.0,11680.5623,15456887.710869
2023-01-09 21:00:00,1321.54,1325.11,1316.39,1318.61,15156.6189,20018930.707822,23575.0,7161.2381,9458952.37154
2023-01-09 22:00:00,1318.6,1324.0,1317.48,1320.92,10397.5406,13735537.023554,14942.0,4830.2372,6380173.025484
2023-01-09 23:00:00,1320.93,1323.0,1315.08,1320.39,10243.1074,13516788.896262,16590.0,5080.7491,6704563.316603
2023-01-10 00:00:00,1320.4,1327.5,1320.3,1327.42,15122.7975,20028996.358824,22464.0,8491.3103,11246360.438547
